,loss,accuracy,balanced_recall,balanced_precision,balanced_f1_score,auc_roc,val_loss,val_accuracy,val_balanced_recall,val_balanced_precision,val_balanced_f1_score,val_auc_roc
0,1.15000581741333,0.43509069085121155,0.5890060663223267,0.36922964453697205,0.4529510736465454,0.5725381970405579,0.9277923703193665,0.5803431868553162,0.6469703912734985,0.4059946835041046,0.49817055463790894,0.6354952454566956
1,1.0059698820114136,0.5118204355239868,0.585335373878479,0.40000468492507935,0.473845511674881,0.6104576587677002,0.8544773459434509,0.6214248538017273,0.6471276879310608,0.42416900396347046,0.5115637183189392,0.6475343704223633
2,0.9574337601661682,0.5483759045600891,0.58231520652771,0.41209685802459717,0.4813775420188904,0.6241500973701477,0.8177197575569153,0.6432657241821289,0.5955770611763,0.4409104585647583,0.5054165720939636,0.6548168063163757
3,0.9266589283943176,0.569438099861145,0.5925706624984741,0.4218980669975281,0.491617351770401,0.6335296034812927,0.7997007966041565,0.6567862629890442,0.6203624606132507,0.4438103437423706,0.5161921381950378,0.6589087247848511
4,0.9064263105392456,0.5810959935188293,0.5870723724365234,0.42779457569122314,0.49350735545158386,0.6386306285858154,0.7837923169136047,0.6630265116691589,0.595848023891449,0.45308154821395874,0.5136595368385315,0.6662567257881165
5,0.8878438472747803,0.594032347202301,0.5941980481147766,0.4338352382183075,0.5001376271247864,0.6482833027839661,0.784864068031311,0.66458660364151,0.6300413608551025,0.4457393288612366,0.5208771824836731,0.6641340851783752
6,0.8702263832092285,0.6043684482574463,0.595149576663971,0.4388366937637329,0.5037963390350342,0.6532480716705322,0.7715332508087158,0.6692667603492737,0.6354112029075623,0.4527750015258789,0.5277706384658813,0.6718890070915222
7,0.8577157855033875,0.6135127544403076,0.604982852935791,0.44198131561279297,0.5094277262687683,0.6598578095436096,0.7738011479377747,0.6635465621948242,0.6706142425537109,0.4521878957748413,0.5393896698951721,0.6735001802444458
8,0.8401748538017273,0.6237404942512512,0.6145386695861816,0.45014479756355286,0.5183244347572327,0.6691986322402954,0.7619516253471375,0.67758709192276,0.6502094268798828,0.4595715403556824,0.5377716422080994,0.6812663078308105
9,0.8236172795295715,0.6335998773574829,0.6185556054115295,0.4542645514011383,0.5224223732948303,0.6753634810447693,0.7634260058403015,0.6755070090293884,0.6198754906654358,0.4743347465991974,0.5363465547561646,0.6887615919113159
10,0.8143686056137085,0.6347483396530151,0.6211689114570618,0.45789626240730286,0.5256434082984924,0.6799752116203308,0.7641901969909668,0.6801872253417969,0.6578378081321716,0.4680052399635315,0.5462033152580261,0.6889709234237671
11,0.7936207056045532,0.6487247943878174,0.6279309391975403,0.4610983431339264,0.5303647518157959,0.687125027179718,0.7631293535232544,0.6817472577095032,0.6408901214599609,0.4686755836009979,0.5406831502914429,0.6909654140472412
12,0.7811980247497559,0.6544454097747803,0.6325094103813171,0.46531131863594055,0.5346450805664062,0.6925387978553772,0.7721318006515503,0.6744669675827026,0.6491325497627258,0.47020649909973145,0.5446512699127197,0.6917473673820496
13,0.7635690569877625,0.66341632604599,0.6370275020599365,0.4712439775466919,0.5404642820358276,0.6991636157035828,0.7850496768951416,0.6666666865348816,0.5997846722602844,0.4802512228488922,0.5323626399040222,0.6936161518096924
14,0.7477710843086243,0.6711738109588623,0.643706738948822,0.4768442213535309,0.5466321706771851,0.7063223123550415,0.7961916327476501,0.6770671010017395,0.6373628973960876,0.4760473966598511,0.5441156625747681,0.6990814208984375
15,0.7318559885025024,0.6786062717437744,0.6527197957038879,0.47941601276397705,0.5514420866966248,0.7122060060501099,0.8159025311470032,0.67758709192276,0.6253911852836609,0.47228583693504333,0.5373623967170715,0.6979884505271912
