,loss,accuracy,balanced_recall,balanced_precision,balanced_f1_score,auc_roc,val_loss,val_accuracy,val_balanced_recall,val_balanced_precision,val_balanced_f1_score,val_auc_roc
0,1.0889832973480225,0.4458168148994446,0.5707705020904541,0.3905227482318878,0.4629622995853424,0.6084603667259216,0.8677425980567932,0.6021841168403625,0.7142919301986694,0.5057074427604675,0.5910401940345764,0.7713291645050049
1,0.9703124761581421,0.5312574505805969,0.6475115418434143,0.4416341185569763,0.5243496298789978,0.6872984170913696,0.8199587464332581,0.632865309715271,0.7879973649978638,0.5233346223831177,0.6276556849479675,0.802706241607666
2,0.9306096434593201,0.5545082092285156,0.6869350075721741,0.45662984251976013,0.5478003621101379,0.7118147611618042,0.7924050092697144,0.6458658576011658,0.7878430485725403,0.5454552173614502,0.6435306668281555,0.8162637948989868
3,0.9107615351676941,0.5721901059150696,0.7053985595703125,0.46666592359542847,0.5610530376434326,0.7258903980255127,0.7758034467697144,0.6588663458824158,0.7783564329147339,0.5657067894935608,0.6542680859565735,0.8247110843658447
4,0.8900724649429321,0.5823961496353149,0.7246065139770508,0.4787861704826355,0.5759758949279785,0.7397628426551819,0.7644090056419373,0.659386396408081,0.79963219165802,0.5648948550224304,0.6612188816070557,0.8298172354698181
5,0.8720242381095886,0.5975860953330994,0.7439013719558716,0.4868151843547821,0.5879831314086914,0.7508648633956909,0.7616133093833923,0.6661466360092163,0.7855095863342285,0.5794529914855957,0.6661567687988281,0.8326055407524109
6,0.851473867893219,0.6096339821815491,0.7458861470222473,0.49962741136550903,0.5977982878684998,0.7624369859695435,0.7486653327941895,0.6692667603492737,0.8161122798919678,0.572083055973053,0.6722316741943359,0.8357158899307251
7,0.8416317105293274,0.6176948547363281,0.764957070350647,0.5016742944717407,0.6053270101547241,0.7676169872283936,0.7484527826309204,0.669786810874939,0.8048014640808105,0.5777450203895569,0.6716741323471069,0.8387108445167542
8,0.8268336653709412,0.6251489520072937,0.7650853395462036,0.5112044215202332,0.6122974753379822,0.7754331231117249,0.7495771050453186,0.6744669675827026,0.8043361306190491,0.5751305222511292,0.6698352098464966,0.8397608399391174
9,0.813041627407074,0.6354417204856873,0.7680659890174866,0.5167273879051208,0.617319643497467,0.7817493081092834,0.7433974742889404,0.6801872253417969,0.8195353746414185,0.5699959993362427,0.6721073985099792,0.8433569669723511
10,0.7980086207389832,0.6443693041801453,0.7811800837516785,0.5203112363815308,0.6240623593330383,0.7893067598342896,0.7401254177093506,0.6770671010017395,0.8330782055854797,0.5646873712539673,0.672805905342102,0.8407924175262451
11,0.7867907285690308,0.6503716111183167,0.7885706424713135,0.5238697528839111,0.6289452314376831,0.7943156957626343,0.7496376633644104,0.6770671010017395,0.8168838620185852,0.5738967657089233,0.6732858419418335,0.8393418788909912
12,0.7680253386497498,0.6588658690452576,0.7858729362487793,0.531043529510498,0.6331745386123657,0.8016163110733032,0.7485324740409851,0.682787299156189,0.7921373844146729,0.575546383857727,0.6663817167282104,0.8425484299659729
13,0.755380392074585,0.669006884098053,0.7858915328979492,0.5390501022338867,0.6389097571372986,0.8074190616607666,0.7520291805267334,0.6729069352149963,0.8156569004058838,0.5712921023368835,0.6716159582138062,0.8382607102394104
14,0.736376941204071,0.6776744723320007,0.7995890974998474,0.5394685864448547,0.643731415271759,0.8137986063957214,0.7686027884483337,0.672386884689331,0.8086560368537903,0.578484058380127,0.6741442680358887,0.8353945016860962
15,0.7245109677314758,0.6825716495513916,0.8044371008872986,0.5472931265830994,0.6508648991584778,0.8180820345878601,0.7751143574714661,0.6651065945625305,0.7943478226661682,0.5873645544052124,0.6745975613594055,0.8339454531669617
16,0.7083831429481506,0.6905674934387207,0.8131832480430603,0.5485396981239319,0.6545410752296448,0.8238131403923035,0.7915776968002319,0.6729069352149963,0.8060525059700012,0.5676496028900146,0.6658986210823059,0.8375413417816162
