,Trial Name,Test Accuracy Score,Test Macro F1 Score,Test ROC AUC Score
0,Original Data,0.6999479979199168,0.6825376598072203,0.7662767176044971
1,Aug Contextual Ins,0.7103484139365575,0.6882106586369593,0.7713661898707435
2,Aug Contextual Sub,0.6973478939157566,0.67361434655137,0.761816474131555
