,loss,accuracy,balanced_recall,balanced_precision,balanced_f1_score,auc_roc,val_loss,val_accuracy,val_balanced_recall,val_balanced_precision,val_balanced_f1_score,val_auc_roc
0,1.2284400463104248,0.415458619594574,0.538295328617096,0.3724909722805023,0.4393836259841919,0.5695664882659912,0.9605289697647095,0.5356214046478271,0.6008740663528442,0.45774662494659424,0.5185192227363586,0.6652007102966309
1,1.0933982133865356,0.484365850687027,0.5484097003936768,0.4071386754512787,0.4657643139362335,0.6177138686180115,0.8894850611686707,0.595943808555603,0.5580471754074097,0.4967137277126312,0.5240318179130554,0.692076563835144
2,1.0178418159484863,0.5277904272079468,0.5656434297561646,0.4287123382091522,0.4867263734340668,0.640322208404541,0.84367835521698,0.6172646880149841,0.6343660950660706,0.490597128868103,0.5519101619720459,0.7014631032943726
3,0.9672771096229553,0.549632728099823,0.5573882460594177,0.43208420276641846,0.4856417775154114,0.6458467841148376,0.8199337124824524,0.6333853602409363,0.5186855792999268,0.4802859425544739,0.49708905816078186,0.6975581645965576
4,0.9343870282173157,0.5706949234008789,0.5535816550254822,0.4474526047706604,0.4937244951725006,0.6564368605613708,0.8036572933197021,0.6411856412887573,0.6102506518363953,0.4860153794288635,0.5402386784553528,0.7057392001152039
5,0.9107126593589783,0.5825261473655701,0.5534023642539978,0.45021307468414307,0.4953176975250244,0.6601313352584839,0.792242169380188,0.6453458070755005,0.5921525359153748,0.4820716381072998,0.5302336812019348,0.7035585641860962
6,0.8907108306884766,0.5957875847816467,0.5653719902038574,0.45142585039138794,0.5006217360496521,0.6609098315238953,0.7856568694114685,0.6500260233879089,0.5805678367614746,0.4728114902973175,0.5200153589248657,0.7038738131523132
7,0.8760857582092285,0.6050835251808167,0.5581400990486145,0.45295581221580505,0.4987039864063263,0.6637424826622009,0.7856760025024414,0.6552262306213379,0.5397499799728394,0.4841025173664093,0.5089213848114014,0.6984112858772278
8,0.8603793978691101,0.609764039516449,0.5701669454574585,0.4573608636856079,0.5062799453735352,0.6672862768173218,0.7728512287139893,0.659386396408081,0.4962686598300934,0.473040372133255,0.48260074853897095,0.6994349360466003
9,0.854476273059845,0.619515061378479,0.5764003396034241,0.4620266854763031,0.5117067098617554,0.6668641567230225,0.7787201404571533,0.6562662720680237,0.5247777700424194,0.4795983135700226,0.49974074959754944,0.6996681094169617
10,0.8423106670379639,0.6266657710075378,0.5634567737579346,0.46252667903900146,0.5062446594238281,0.6707950234413147,0.7580295205116272,0.6609464287757874,0.5086143612861633,0.49036267399787903,0.4978574514389038,0.707190990447998
11,0.8336212038993835,0.6320613622665405,0.5768535137176514,0.4640059471130371,0.5129304528236389,0.6707528233528137,0.7585526704788208,0.6671866774559021,0.5405417084693909,0.48089879751205444,0.5074954032897949,0.7031949162483215
12,0.8214434385299683,0.6381070017814636,0.5863832235336304,0.46688956022262573,0.5182887315750122,0.678677499294281,0.7558894157409668,0.6703068017959595,0.5580387115478516,0.49260425567626953,0.5218901038169861,0.7121220827102661
13,0.809544563293457,0.6456477642059326,0.585486114025116,0.4658031463623047,0.5173141956329346,0.6785506010055542,0.7595462799072266,0.6682267189025879,0.6362627148628235,0.467197984457016,0.5374712347984314,0.7035759687423706
14,0.8087010979652405,0.6383670568466187,0.6050812602043152,0.46546319127082825,0.5249612927436829,0.6803069114685059,0.7504301071166992,0.6666666865348816,0.5434545874595642,0.4675772190093994,0.5013944506645203,0.700532078742981
15,0.7894225120544434,0.6528635621070862,0.5962731838226318,0.4714609384536743,0.5253693461418152,0.6830450296401978,0.7513937950134277,0.6677067279815674,0.5577084422111511,0.48766064643859863,0.5190058350563049,0.7100732326507568
16,0.7885404229164124,0.6526035070419312,0.5888946652412415,0.4692786633968353,0.5209892392158508,0.6797739863395691,0.7520983219146729,0.672386884689331,0.5439535975456238,0.48559504747390747,0.511269748210907,0.7095730900764465
17,0.7785157561302185,0.6562439203262329,0.5887565612792969,0.47971534729003906,0.5274032950401306,0.6853377223014832,0.7440080046653748,0.67758709192276,0.5669180750846863,0.47341227531433105,0.5146735906600952,0.7043076753616333
18,0.7657877206802368,0.6629396080970764,0.6047343611717224,0.47894760966300964,0.5332905650138855,0.68879634141922,0.7375034689903259,0.6755070090293884,0.5460351705551147,0.4822610914707184,0.5111330151557922,0.7097058892250061
19,0.7565195560455322,0.6699603199958801,0.5967467427253723,0.48190081119537354,0.5318243503570557,0.690798282623291,0.7507274150848389,0.6687467694282532,0.536615788936615,0.48271429538726807,0.5065140724182129,0.7046999931335449
20,0.7546918988227844,0.6691152453422546,0.5851767063140869,0.48406025767326355,0.5283336639404297,0.687384843826294,0.7550109028816223,0.6765470504760742,0.5813295841217041,0.4804432690143585,0.5247262120246887,0.7076048851013184
21,0.7402617931365967,0.6800364255905151,0.6108538508415222,0.4887951910495758,0.5415360331535339,0.6960262656211853,0.7446150779724121,0.6755070090293884,0.5235059261322021,0.47707492113113403,0.4977990388870239,0.7046411037445068
