,Trial Name,Test Accuracy Score,Test Macro F1 Score,Test ROC AUC Score
0,Original Data,0.703068122724909,0.690205079744718,0.7691058819451243
1,Aug Contextual Ins,0.6931877275091004,0.6772416323251157,0.7613586457377055
2,Aug Contextual Sub,0.6968278731149246,0.6806514041387136,0.7673139976027917
