,Trial Name,Test Accuracy Score,Test Macro F1 Score,Test ROC AUC Score
0,Original Data,0.703068122724909,0.683673854665617,0.7672031667586929
1,Aug Contextual Ins,0.6848673946957878,0.6676327138769214,0.7537593178238472
2,Aug Contextual Sub,0.6900676027041082,0.6783604885472062,0.7626126249934756
